RP|RP|PRP	3.6550184709e-05
VM|QC|NN	0.000227133290691
VM|VAUX|PRP	0.00238359418852
RB|QC|JJ	2.87180022713e-05
QC|NNP|RP	1.04429099168e-05
VAUX|NN|NST	5.22145495842e-06
UNK|NNP|QC	1.56643648753e-05
UNK|QO|JJ	7.83218243764e-06
RP|QC|PSP	4.43823671466e-05
PSP|INTF|NN	2.34965473129e-05
NNP|JJ|VM	5.22145495842e-05
CC|QF|VM	3.91609121882e-05
QC|RP|XC	3.6550184709e-05
B-NP|B-NP|PSP	1.04429099168e-05
VM|VAUX|VM	0.000187972378503
RB|PRP|PSP	6.00467320219e-05
RP|QF|PSP	4.69930946258e-05
UNK|NEG|NN	1.82750923545e-05
NST|NST|NN	4.17716396674e-05
NST|QF|RP	1.82750923545e-05
CC|JJ|RP	3.6550184709e-05
DEM|NN|QC	0.000221911835733
DEM|NN|QO	1.30536373961e-05
NN|NN|INTF	4.17716396674e-05
$|QO|XC	4.43823671466e-05
JJ|VM|NST	2.34965473129e-05
RP|VM|QF	7.83218243764e-06
PSP:?|QC|JJ	1.82750923545e-05
RB|NEG|VM	4.69930946258e-05
PSP|CC|WQ	1.04429099168e-05
RP|VM|QC	7.83218243764e-06
XC|NNP|JJ	0.000138368556398
NEG|CC|XC	1.04429099168e-05
RP|PRP|RP	9.65969167308e-05
VAUX|UNK|UNK	3.13287297505e-05
VM|VM|NEG	5.22145495842e-06
RP|RP|DEM	2.61072747921e-05
NN|UNK|NEG	5.74360045427e-05
NN|PSP|NN	0.047222838644
PRP|CC|NN	0.000214079653295
$|QC|PRP	7.83218243764e-05
PRP|DEM|JJ	0.000117482736565
NST|NEG|RP	1.30536373961e-05
RP|UNK|UNK	5.48252770635e-05
NST|INTF|UNK	5.22145495842e-06
JJ|PSP|PSP	3.13287297505e-05
RB|NEG|XC	5.22145495842e-06
VM|PRP|NNP	9.65969167308e-05
QC|CC|JJ	3.39394572298e-05
NN|PSP|VAUX	8.35432793348e-05
NST|PSP|SYM	7.83218243764e-06
RB|UNK|WQ	7.83218243764e-06
QC|QC|NEG	5.22145495842e-06
VM|NEG|VAUX	0.000120093464044
DEM|NN|CC	0.000206247470858
NN|B-NP|I-NP	2.61072747921e-05
UNK|VAUX|PSP	2.34965473129e-05
RP|UNK|QF	1.30536373961e-05
XC|VAUX|VM	5.22145495842e-06
DEM|QC|NN	0.000148811466315
NN|VM|NEG	0.000187972378503
CC|RB|RB	1.30536373961e-05
PSP|NST|JJ	0.000715339329304
CC|QF|UNK	9.13754617724e-05
PSP|JJ|JJ	0.0012557599175
WQ|PRP|JJ	2.61072747921e-05
CC|RB|NNP	2.08858198337e-05
CC|RB|RP	6.00467320219e-05
XC|QC|QC	3.91609121882e-05
QF|QC|UNK	1.04429099168e-05
$|PRP|UNK	0.000493427493571
NNP|NN|QC	5.22145495842e-06
UNK|NST|DEM	5.22145495842e-06
CC|DEM|PSP	0.000190583105982
NN|NN|SYM	2.34965473129e-05
NN|PSP|NNP	0.00102340517185
NEG|NN|CC	1.82750923545e-05
RP|VAUX|NN	7.83218243764e-06
$|QF|NN	0.00076233242393
VAUX|PSP|DEM	3.6550184709e-05
PSP|JJ|QO	1.82750923545e-05
PSP|JJ|PSP	0.000140979283877
QF|INTF|JJ	7.83218243764e-06
PSP|NN|QO	2.61072747921e-05
RP|VM|CC	0.000373334029527
NNP|QC|VM	7.83218243764e-06
RB|CC|NN	1.04429099168e-05
NN|RP|INTF	3.6550184709e-05
$|RB|UNK	4.69930946258e-05
QC|NEG|CC	5.22145495842e-06
NN|NEG|SYM	3.6550184709e-05
UNK|QF|RB	5.22145495842e-06
$|WQ|RP	7.83218243764e-06
RP:?|QC|NN	5.22145495842e-06
VM|UNK|RP	3.39394572298e-05
XC|JJ|NN	0.000140979283877
VAUX|XC|XC	1.04429099168e-05
XC|QF|RP	5.22145495842e-06
PSP|PRP|WQ	5.22145495842e-05
RB|JJ|UNK	3.91609121882e-05
RP|NN|NNP	2.34965473129e-05
UNK|QF|RP	1.56643648753e-05
NN|DEM|UNK	7.31003694179e-05
NST|VM|JJ	4.17716396674e-05
UNK|QC|INTF	7.83218243764e-06
RB|RB|QF	5.22145495842e-06
NN|RP|WQ	5.22145495842e-06
VM|VM|PRP	1.56643648753e-05
PSP|JJ|XC	0.000388998394403
VM|VAUX|RP:?	1.82750923545e-05
QC|NN|NNP	4.9603822105e-05
XC|VAUX|VAUX	4.43823671466e-05
RB|WQ|NN	7.83218243764e-06
DEM|NN|QF	0.000143590011357
NN|UNK|UNK	0.00043077003407
INTF|QF|RP	5.22145495842e-06
NN|DEM|CC	7.83218243764e-06
NN|QC|JJ	0.000328951662381
PSP|VAUX|NST	5.22145495842e-06
NST|RB|PRP	7.83218243764e-06
WQ|QC|NN	5.22145495842e-06
RP|NN|NST	5.74360045427e-05
CC|QC|UNK	7.83218243764e-05
PRP|NST|VM	0.000292401477672
PSP:?|QO|NN	1.56643648753e-05
VM|QC|PSP	4.9603822105e-05
PRP|QF|NEG	3.39394572298e-05
PSP|INTF|XC	4.43823671466e-05
CC|WQ|PSP	2.61072747921e-05
VM|PSP|PRP	0.000723171511742
B-NP|I-NP|PSP	1.04429099168e-05
RB|XC|PSP	5.22145495842e-06
WQ|NN|JJ	6.00467320219e-05
RDP|XC|UNK	5.22145495842e-06
VM|NEG|PRP	3.13287297505e-05
CC|QC|QO	7.83218243764e-06
UNK|NN|CC	0.000503870403488
NST|VM|XC	1.04429099168e-05
CC|PRP|JJ	0.00181445559805
CC|QC|QC	4.9603822105e-05
PSP|PSP:?|NN	0.000480373856175
CC|QC|QF	5.22145495842e-06
QF|PSP|DEM	7.83218243764e-06
PSP|PRP|NEG	8.6154006814e-05
QF|PRP|JJ	2.08858198337e-05
PSP|VM|SYM	0.00126359209994
QF|CC|NN	6.52681869803e-05
RP|PSP|PSP	3.91609121882e-05
$|PRP|PRP	0.0015324970303
QC|CC|XC	6.00467320219e-05
PRP|NN|PRP	0.000686621327033
PSP:?|NNP|VM	5.22145495842e-06
QO|QF|UNK	5.22145495842e-06
PSP:?|DEM|QC	5.22145495842e-06
PSP|PRP|RP	0.000644849687365
VM|XC|VAUX	2.08858198337e-05
VM|QC|RP	2.34965473129e-05
INTF|NST|NN	1.30536373961e-05
CC|QF|PSP	8.35432793348e-05
UNK|UNK|RB	5.22145495842e-06
$|RP|QF	5.22145495842e-06
XC|XC|DEM	5.22145495842e-06
CC|PRP|VM	0.000574360045427
PSP|VM|CC	0.00114088790842
NST|PSP|RDP	5.22145495842e-06
NN|CC|NEG	1.56643648753e-05
QO|CC|QO	4.17716396674e-05
$|QC|NN	0.000545642043155
NST|DEM|UNK	2.08858198337e-05
CC|UNK|NEG	3.39394572298e-05
NN|UNK|QC	0.000107039826648
JJ|QC|QC	1.82750923545e-05
DEM|PRP|QO	5.22145495842e-06
NNP|PRP|PRP	2.08858198337e-05
NNP|VM|NN	1.82750923545e-05
CC|VM|PSP	0.000127925646481
$|VAUX	0.000366664920643
VM|NN|VM	0.000655292597282
UNK|VAUX|DEM	5.22145495842e-06
DEM|PRP|QF	1.04429099168e-05
CC|VM|VM	1.56643648753e-05
PRP|XC|VAUX	1.56643648753e-05
XC|NN|PRP	0.000112261281606
PSP:?|CC|NN	1.04429099168e-05
QF|NN|RP	0.000415105669195
UNK|CC|WQ	7.83218243764e-06
NN|CC|NST	5.48252770635e-05
PSP|NNP|QC	4.9603822105e-05
NNP|PSP|SYM	1.56643648753e-05
QF|VM|SYM	0.000245408383046
PRP|NNP|CC	5.22145495842e-05
VM|JJ|NST	5.22145495842e-06
QF|NN|RB	3.6550184709e-05
PSP|NNP|WQ	7.83218243764e-06
PRP|QF|NST	3.6550184709e-05
VM|NEG|INTF	5.22145495842e-06
PSP|VM|QF	9.39861892516e-05
CC|XC|PSP	2.34965473129e-05
JJ|VAUX|SYM	4.9603822105e-05
NN|RP|NNP	7.31003694179e-05
VAUX|RB|DEM	5.22145495842e-06
QF|UNK|DEM	1.04429099168e-05
JJ|VAUX|CC	7.83218243764e-06
CC|PRP|NST	0.000503870403488
VM|VAUX|VAUX	0.0193115511637
PRP|PSP:?|QC	1.56643648753e-05
NST|NN|NEG	2.08858198337e-05
PRP|CC|PRP	0.000159254376232
NN|RB|NEG	3.91609121882e-05
DEM|PRP|NST	1.04429099168e-05
CC|UNK|VAUX	7.04896419387e-05
RP|PSP|NN	0.000274126385317
JJ|UNK|UNK	0.000193193833462
JJ|PRP|NN	0.000180140196066
JJ|VM|CC:?	5.22145495842e-06
JJ|CC|NN	0.000240186928088
DEM|PRP|CC	5.22145495842e-06
PSP:?|RP|PRP	1.04429099168e-05
CC|UNK|XC	3.6550184709e-05
QF|NNP|PSP	3.13287297505e-05
PSP|PSP|NN	0.00284308222486
PSP|UNK|PSP	0.00330518098868
PSP:?|NN|VM	8.6154006814e-05
PRP|UNK|RP	8.6154006814e-05
NST|UNK|QC	7.83218243764e-06
NN|NN|PSP	0.00953959820904
RP|QO|RP	1.04429099168e-05
$|NNP|INTF	5.22145495842e-06
VM|PSP|PSP:?	0.000234965473129
RB|PSP|CC	1.04429099168e-05
INTF|RP|NN	2.34965473129e-05
PRP|UNK|RB	2.34965473129e-05
CC|NNP|SYM	5.22145495842e-06
JJ|QC|CC	1.82750923545e-05
RB|QC|VAUX	7.83218243764e-06
JJ|NN|NST	7.31003694179e-05
UNK|NEG|JJ	5.22145495842e-06
NN|XC|QC	0.000169697286149
PSP|VM|INTF	3.39394572298e-05
VAUX|RP:?|CC	5.22145495842e-06
PSP|QC|QO	2.61072747921e-05
CC|WQ|WQ	5.22145495842e-06
JJ|QC|VM	5.22145495842e-06
PRP|PSP:?|QO	1.04429099168e-05
PSP|UNK|XC	0.000190583105982
UNK|RP|JJ	8.87647342932e-05
PSP|QC|QF	4.69930946258e-05
PSP|QC|QC	0.00019841528842
DEM|PSP|PSP	0.000156643648753
NST|NNP|PSP	0.000201026015899
XC|NNP|NNP	1.30536373961e-05
VAUX|PSP|RB	2.08858198337e-05
RP|NST|QC	7.83218243764e-06
PRP|PSP:?|XC	1.82750923545e-05
WQ|NN|PRP	1.04429099168e-05
NN|CC|VAUX	7.83218243764e-06
VM|VAUX|QC	0.000146200738836
PRP|XC|QC	4.69930946258e-05
VM|PSP|NN	0.00584802955344
VM|VAUX|QF	0.000109650554127
PSP|NN:?|JJ	5.22145495842e-06
VAUX|PSP|RP	4.43823671466e-05
VM|RP|UNK	5.48252770635e-05
QO|NNP|QC	5.22145495842e-06
$|DEM|RP	7.83218243764e-06
VM|CC|RP	4.43823671466e-05
VM|JJ|NN	0.000592635137781
VM|VAUX|QO	1.04429099168e-05
UNK|VM|WQ	5.22145495842e-06
VAUX|UNK|QF	1.56643648753e-05
JJ|NST|VM	3.39394572298e-05
JJ|NST|PSP	4.17716396674e-05
VAUX|UNK|QC	1.04429099168e-05
XC|NN|VM	0.000587413682823
INTF|JJ|PRP	7.83218243764e-06
JJ|NST|RP	1.30536373961e-05
VAUX|UNK|QO	5.22145495842e-06
CC|QC|PRP	5.22145495842e-06
NEG|CC|NNP	2.34965473129e-05
$|NN|UNK	0.000509091858446
UNK|RP|VAUX	2.08858198337e-05
RB|INTF|JJ	1.56643648753e-05
NST|CC|NN	5.74360045427e-05
PRP|RB|CC	5.22145495842e-06
CC|XC|QC	0.000268904930359
PSP:?|QC|XC	7.83218243764e-06
RP|NEG|UNK	3.13287297505e-05
PSP|PSP|QF	0.000480373856175
NN|RP|VAUX	3.6550184709e-05
UNK|RP|XC	7.83218243764e-06
CC|UNK|DEM	3.13287297505e-05
JJ|QO|NN	2.08858198337e-05
PSP|DEM|PSP	0.000187972378503
NN|PSP|SYM	0.00043077003407
VM|JJ|JJ	6.00467320219e-05
INTF|NN|NEG	5.22145495842e-06
$|DEM|NN	0.00404662759278
VM|PSP|RB	9.92076442101e-05
PSP|NST|SYM	2.34965473129e-05
PRP|INTF|NNP	5.22145495842e-06
WQ|NN|DEM	1.04429099168e-05
QC|NST|PSP	2.87180022713e-05
JJ|VM|NEG	4.69930946258e-05
PSP|VM|PSP	0.00234182254885
NN|NNP|PRP	7.83218243764e-06
PSP|UNK|JJ	0.000509091858446
PRP|PRP|QO	1.82750923545e-05
VM|PSP|RP	0.000227133290691
PRP|PRP|QC	0.000117482736565
RB|PSP|UNK	3.6550184709e-05
UNK|PSP|NEG	9.92076442101e-05
PRP|WQ|VM	0.000117482736565
NEG|NNP|RP	5.22145495842e-06
PRP|PRP|QF	0.000143590011357
WQ|VM|CC	3.91609121882e-05
QF|RP|VM	9.92076442101e-05
VM|PRP|RB	4.43823671466e-05
PSP|VM|PRP	0.00049603822105
UNK|JJ|VM	0.000566527862989
NST|RP|PRP	0.000214079653295
PRP|PSP|PSP	0.000240186928088
RB|NN|QC	1.30536373961e-05
VM|PRP|RP	0.000172308013628
RP|UNK|NN	0.000182750923545
PRP|NNP|UNK	2.34965473129e-05
NNP|PSP|UNK	0.0007283929667
VM|RP|NEG	8.87647342932e-05
VM|UNK|VM	0.000373334029527
NN|PSP|WQ	0.000242797655567
NN|RB|NN	0.000138368556398
VM|PSP|NEG	7.83218243764e-05
NNP|RP|QF	1.04429099168e-05
PSP|NEG|NEG	5.22145495842e-06
NN|NST|DEM	1.56643648753e-05
XC|NN|XC	6.78789144595e-05
NEG|JJ|CC	1.82750923545e-05
RB|NST|RP	1.30536373961e-05
$|VM|QF	5.22145495842e-06
NNP|QF|JJ	2.08858198337e-05
NNP|RP|RP	7.83218243764e-06
JJ|RB|PSP	5.22145495842e-06
QF|JJ|UNK	0.000109650554127
PSP|RB:?|PRP	5.22145495842e-06
UNK|VM|RP	7.04896419387e-05
CC|UNK|SYM	1.56643648753e-05
VM|QF|JJ	6.52681869803e-05
PSP:?|PRP|NEG	1.04429099168e-05
PRP|RB|QF	2.61072747921e-05
NST|QO|RP	1.04429099168e-05
PRP|RB|QC	7.04896419387e-05
DEM|QF|JJ	4.17716396674e-05
CC|UNK|NN	0.000934640437558
PSP|UNK|RP	0.000174918741107
NEG|PRP|PSP	1.56643648753e-05
PSP|NN|NNP	0.000381166211965
RP|UNK|QC	1.30536373961e-05
NN|RB|WQ	5.22145495842e-06
